artists,titles,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters,id
Fall Out Boy,"Dance, Dance",4GKQVC6SImVOlYabUNLBtD,0.63,0.966,-2.879,0.134,0.00474,0.0,0.0354,0.5,114.454,181440.0,6.0,4GKQVC6SImVOlYabUNLBtD
No Doubt,Underneath It All,6wFemJ1Oh4gnTalNKgtvBg,0.73,0.738,-4.583,0.0736,0.222,0.0,0.391,0.867,138.208,302040.0,4.0,6wFemJ1Oh4gnTalNKgtvBg
No Doubt,It's My Life,2fOxxLz9JVe53itq6pfBak,0.606,0.75,-4.535,0.0306,0.00264,0.000788,0.321,0.771,126.316,225867.0,4.0,2fOxxLz9JVe53itq6pfBak
Nine Days,Absolutely (Story of a Girl) - Radio Mix,3mNecsYFb6LQg7822DPXCP,0.481,0.94,-5.204,0.066,0.000891,0.0,0.0939,0.66,96.493,189333.0,6.0,3mNecsYFb6LQg7822DPXCP
Red Hot Chili Peppers,Can't Stop,5Ai5b7rU7tTI5OqVbEUPEq,0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,269000.0,4.0,5Ai5b7rU7tTI5OqVbEUPEq
Jonathan Coulton,I Feel Fantastic,0iq3MFEbuKTWJgdhwdOwXI,0.786,0.859,-5.893,0.0709,0.319,0.0,0.0719,0.772,99.977,185653.0,0.0,0iq3MFEbuKTWJgdhwdOwXI
Foster The People,Don't Stop (Color on the Walls),4HRa9ZWcmZ8JD7UySPu0wT,0.611,0.948,-3.751,0.0753,0.00183,0.0995,0.0969,0.79,133.004,174920.0,4.0,4HRa9ZWcmZ8JD7UySPu0wT
Barenaked Ladies,One Week,7DU2cAOtqRPdC7AJimipB2,0.694,0.908,-5.205,0.0385,0.0188,2.54e-05,0.142,0.745,112.852,169773.0,4.0,7DU2cAOtqRPdC7AJimipB2
Blue October,Hate Me,1tL40tfdtUaSLek4DvDDr3,0.449,0.691,-5.65,0.0349,0.477,0.0,0.0966,0.201,93.267,380200.0,6.0,1tL40tfdtUaSLek4DvDDr3
Flogging Molly,Drunken Lullabies,0aE8nMLrrd2m6lTscFIbZw,0.385,0.969,-4.234,0.0748,0.0015,0.0462,0.0817,0.854,156.177,230640.0,4.0,0aE8nMLrrd2m6lTscFIbZw
Flogging Molly,Devil's Dance Floor,7BLzYml7ZaxdAh9yf3Esi8,0.468,0.919,-6.32,0.053,0.0336,0.000618,0.0498,0.899,144.792,239653.0,4.0,7BLzYml7ZaxdAh9yf3Esi8
Flogging Molly,The Seven Deadly Sins,2rAZBVYI9r9UZe0kF5X9Dv,0.454,0.984,-3.568,0.0905,0.000901,2.15e-05,0.329,0.78,159.973,170147.0,4.0,2rAZBVYI9r9UZe0kF5X9Dv
Flogging Molly,What's Left Of The Flag,7vKqEn0DeMIxl0Gt4UF9wL,0.207,0.955,-4.33,0.0932,0.00315,1.84e-05,0.293,0.607,156.125,218960.0,2.0,7vKqEn0DeMIxl0Gt4UF9wL
Mumford & Sons,I Will Wait,3kyxRga5wDGbKdmxXssbps,0.485,0.735,-5.929,0.0334,0.01,0.00794,0.213,0.456,131.234,276720.0,6.0,3kyxRga5wDGbKdmxXssbps
Kris Allen,Live Like We're Dying,51YhN4y2tOvfI0Sv1hoBRo,0.578,0.9,-2.501,0.0443,0.0267,0.0,0.287,0.934,92.011,212747.0,4.0,51YhN4y2tOvfI0Sv1hoBRo
Green Day,She,4wsQGsdf8D0Bj26cGdvreB,0.37,0.937,-3.939,0.0356,7.37e-05,0.00817,0.0904,0.874,93.307,134293.0,4.0,4wsQGsdf8D0Bj26cGdvreB
The Cardigans,Lovefool - Radio Edit,6vvYOBxKmCvUSEQgxdZiAq,0.648,0.688,-4.671,0.0282,0.0251,3.08e-06,0.149,0.937,111.854,198240.0,4.0,6vvYOBxKmCvUSEQgxdZiAq
Red Hot Chili Peppers,Otherside,4XVof6b8iRlZfnxtfFpfIr,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373.0,6.0,4XVof6b8iRlZfnxtfFpfIr
Red Hot Chili Peppers,Around The World,1NTa2w2DFVcxXUYktkVDjU,0.504,0.96,-1.464,0.183,0.00417,0.569,0.0613,0.774,96.682,238733.0,0.0,1NTa2w2DFVcxXUYktkVDjU
Red Hot Chili Peppers,Dani California,1OFfN6ZiJdDAnSycMIpLwt,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160.0,6.0,1OFfN6ZiJdDAnSycMIpLwt
Red Hot Chili Peppers,Snow [Hey Oh],4W3Bkljqflf1SD5l2VEtfl,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667.0,6.0,4W3Bkljqflf1SD5l2VEtfl
Trapt,Headstrong,1AEYT6VxrxXPMoQUxsY0E4,0.492,0.896,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981,285570.0,2.0,1AEYT6VxrxXPMoQUxsY0E4
The Script,For the First Time,09ZcYBGFX16X8GMDrvqQwt,0.396,0.629,-4.78,0.0287,0.0328,0.0,0.183,0.358,173.794,252853.0,2.0,09ZcYBGFX16X8GMDrvqQwt
M83,Midnight City,4kO7mrAPfqIrsKwUOK5BFx,0.507,0.729,-5.399,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,243960.0,6.0,4kO7mrAPfqIrsKwUOK5BFx
Queen,Bohemian Rhapsody - 2011 Remaster,1pwE0jB6MTtTWx8fzqriAj,0.392,0.398,-9.973,0.0515,0.256,0.0,0.195,0.236,143.587,355467.0,2.0,1pwE0jB6MTtTWx8fzqriAj
Motion City Soundtrack,Everything Is Alright,7oeQvorSjIN3Ly9vfqrsKV,0.436,0.945,-3.824,0.0957,0.000547,0.0,0.31,0.473,161.074,207582.0,2.0,7oeQvorSjIN3Ly9vfqrsKV
Lifehouse,Hanging By A Moment,0wqOReZDnrefefEsrIGeR4,0.541,0.864,-4.915,0.0357,0.00118,0.0,0.0896,0.435,124.557,216067.0,6.0,0wqOReZDnrefefEsrIGeR4
Imagine Dragons,Radioactive,4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,186813.0,3.0,4G8gkOterJn0Ywt6uhqbhp
Third Eye Blind,Jumper,6gkD0tbTaBy9t6meSK4aIL,0.609,0.542,-9.227,0.0304,0.0123,0.0017,0.29,0.632,91.066,272173.0,6.0,6gkD0tbTaBy9t6meSK4aIL
Matchbox Twenty,Push,2KVwlelhxKUy8LVV6JypH3,0.42,0.672,-7.902,0.027,0.0067,0.0,0.108,0.476,168.019,238667.0,2.0,2KVwlelhxKUy8LVV6JypH3
Matchbox Twenty,3AM,5vYA1mW9g2Coh1HUFUSmlb,0.521,0.673,-8.685,0.0284,0.00573,0.0,0.12,0.543,108.031,225947.0,6.0,5vYA1mW9g2Coh1HUFUSmlb
The Goo Goo Dolls,Iris,6vrUTGn5p8IrfTZ0J6sIVM,0.291,0.79,-5.683,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,289907.0,2.0,6vrUTGn5p8IrfTZ0J6sIVM
Jonathan Coulton,Ikea,3YlkEc9QQOAdMf4kecOA8b,0.532,0.757,-6.044,0.0457,0.0107,0.0,0.0741,0.884,159.862,184880.0,4.0,3YlkEc9QQOAdMf4kecOA8b
Jonathan Coulton,Skullcrusher Mountain,7l3kYZIfTIpgthYcekjv4k,0.565,0.679,-7.903,0.031,0.101,4.79e-05,0.0913,0.588,140.006,259920.0,4.0,7l3kYZIfTIpgthYcekjv4k
Jonathan Coulton,Creepy Doll,1eK5Ne2YPvP3XC7uOoCnRW,0.649,0.558,-8.302,0.0348,0.026,0.0,0.11,0.172,139.986,241067.0,6.0,1eK5Ne2YPvP3XC7uOoCnRW
Jonathan Coulton,Mr. Fancy Pants,6QaWHjjtZvOXGY6jb3xMIe,0.713,0.564,-8.703,0.0646,0.0852,0.0,0.055,0.69,95.04,80533.0,0.0,6QaWHjjtZvOXGY6jb3xMIe
The Fray,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,262533.0,6.0,5fVZC9GiM4e8vu99W0Xf6J
The Fray,Vienna,3TBKrVTg9NFJKrFpjwUay4,0.443,0.476,-7.253,0.0285,0.795,0.000179,0.113,0.142,124.194,231067.0,1.0,3TBKrVTg9NFJKrFpjwUay4
Queen,Killer Queen - Remastered 2011,2oBvncOkOTaxmTbOkmgGGw,0.535,0.65,-6.328,0.0554,0.379,0.0,0.14,0.61,117.188,179600.0,6.0,2oBvncOkOTaxmTbOkmgGGw
Green Day,Are We the Waiting / St. Jimmy,42d6bxB7OQ6f8ct2ihYNBw,0.276,0.909,-3.664,0.0618,0.00016,4.76e-06,0.0933,0.344,138.497,338147.0,2.0,42d6bxB7OQ6f8ct2ihYNBw
Green Day,Give Me Novacaine / She's a Rebel,1TvWynhpfL81aLBd84OSBF,0.312,0.949,-3.533,0.0784,0.00185,1.78e-05,0.0569,0.65,154.795,326200.0,2.0,1TvWynhpfL81aLBd84OSBF
Green Day,Extraordinary Girl / Letterbomb,2M38zNMI7gCoCwfEUZQPq5,0.317,0.958,-4.051,0.0989,0.00089,0.000184,0.103,0.422,137.921,460000.0,2.0,2M38zNMI7gCoCwfEUZQPq5
Green Day,Homecoming,1tlU33QzdVtUL82H1DYZET,0.296,0.929,-3.068,0.0751,0.000722,5.83e-06,0.349,0.411,123.709,558520.0,2.0,1tlU33QzdVtUL82H1DYZET
Green Day,Whatsername,7HXtpmFjqt4Wv6T8y5lVz3,0.813,0.547,-5.936,0.0344,0.00104,0.00335,0.0914,0.8,119.998,257213.0,4.0,7HXtpmFjqt4Wv6T8y5lVz3
Capital Cities,Kangaroo Court,3HhCeycsABEO9bK6PTGgTO,0.76,0.58,-5.082,0.0388,0.00732,0.000667,0.0305,0.975,99.981,223187.0,4.0,3HhCeycsABEO9bK6PTGgTO
Capital Cities,"I Sold My Bed, But Not My Stereo",3RfdfxN5wjV0Mz5o4bNSyi,0.688,0.808,-5.619,0.0445,0.00126,0.00184,0.0564,0.956,122.028,234333.0,4.0,3RfdfxN5wjV0Mz5o4bNSyi
Capital Cities,Center Stage,4RCpSx68WOeCax03NdSzpn,0.782,0.769,-6.56,0.0384,0.0194,0.115,0.0641,0.934,116.975,241987.0,4.0,4RCpSx68WOeCax03NdSzpn
"Joe ""Bean"" Esposito",You're The Best,4zXa17K83Pp6N2yXdVc2sv,0.571,0.863,-7.661,0.048,0.257,0.0,0.532,0.782,94.299,179667.0,3.0,4zXa17K83Pp6N2yXdVc2sv
Lifehouse,You And Me,7L605WhF5EGf34ggj87yK6,0.461,0.446,-7.703,0.0267,0.1,0.0,0.169,0.375,139.868,195493.0,2.0,7L605WhF5EGf34ggj87yK6
Ween,The Mollusk,1Vi8bCaz8AqucqF88ffnqI,0.638,0.587,-9.457,0.0303,0.507,0.0701,0.0938,0.781,111.829,156973.0,4.0,1Vi8bCaz8AqucqF88ffnqI
OneRepublic,Counting Stars,1fh2TfUOtOoXEE8qQynYEC,0.663,0.712,-4.945,0.0381,0.0649,0.0,0.119,0.48,122.014,257280.0,6.0,1fh2TfUOtOoXEE8qQynYEC
OneRepublic,Stop And Stare,48s0QHJgmiNsth3WEO6U4M,0.492,0.859,-4.274,0.0332,0.0659,0.0,0.0756,0.251,92.474,223853.0,6.0,48s0QHJgmiNsth3WEO6U4M
Stereophonics,Handbags And Gladrags - Decade In The Sun Version,7jBQvUSVKHnOxEhcDpjvPD,0.347,0.695,-5.306,0.0332,0.0255,0.000532,0.26,0.278,134.653,279373.0,2.0,7jBQvUSVKHnOxEhcDpjvPD
Daughtry,Used To,5jIr73mZ5KyDhyQCdueMwN,0.353,0.83,-3.384,0.0567,0.0065,0.0,0.077,0.707,170.046,212138.0,2.0,5jIr73mZ5KyDhyQCdueMwN
Smash Mouth,I'm A Believer - Radio Edit,5M5mzimlah21xlC1rAuIuY,0.523,0.973,-3.516,0.0697,0.017,1.26e-06,0.33,0.931,164.661,183280.0,4.0,5M5mzimlah21xlC1rAuIuY
Muse,Madness,0c4IEciLCDdXEhhKxj4ThA,0.502,0.417,-7.665,0.0718,0.127,0.00419,0.106,0.218,180.301,281040.0,2.0,0c4IEciLCDdXEhhKxj4ThA
Muse,Starlight,3skn2lauGk7Dx6bVIt5DVj,0.55,0.874,-4.046,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,240213.0,6.0,3skn2lauGk7Dx6bVIt5DVj
blink-182,All The Small Things,7yCPwWs66K8Ba5lFuU2bcx,0.439,0.891,-4.764,0.057,0.0122,0.0,0.547,0.695,148.599,168000.0,3.0,7yCPwWs66K8Ba5lFuU2bcx
blink-182,What's My Age Again?,5JZcX7TTLx4l0xFIXJ3DBt,0.403,0.956,-7.376,0.0732,0.017,7.09e-05,0.0893,0.561,157.706,148573.0,2.0,5JZcX7TTLx4l0xFIXJ3DBt
blink-182,Feeling This,3lliWm2P4hbTDqBq36yGyk,0.403,0.972,-3.991,0.122,0.0772,0.0,0.473,0.583,173.18,172613.0,2.0,3lliWm2P4hbTDqBq36yGyk
blink-182,First Date,7e48iumq9x9196qliMRwU8,0.577,0.922,-4.344,0.0486,0.000947,0.0,0.167,0.804,95.619,171120.0,4.0,7e48iumq9x9196qliMRwU8
Good Charlotte,The Anthem,6sSJMwvxWRXkEcRv1WW1Gx,0.563,0.947,-3.12,0.104,0.00664,0.0,0.202,0.871,88.884,174000.0,4.0,6sSJMwvxWRXkEcRv1WW1Gx
Papa Roach,Last Resort,36SXqDn3OD3GDTleD0qeeJ,0.56,0.892,-3.365,0.0644,0.000624,0.000164,0.177,0.67,90.615,200480.0,6.0,36SXqDn3OD3GDTleD0qeeJ
Neon Trees,Everybody Talks,5JGxJFdgOQdJZdmyEzDtTj,0.476,0.918,-3.988,0.0616,0.00895,0.0,0.292,0.717,154.897,179387.0,4.0,5JGxJFdgOQdJZdmyEzDtTj
Billy Joel,Big Shot,1CmqU1YzqHshIiYay8qRU5,0.517,0.902,-4.393,0.114,0.227,0.0,0.0653,0.683,149.599,242760.0,4.0,1CmqU1YzqHshIiYay8qRU5
Green Day,21 Guns,64yrDBpcdwEdNY9loyEGbX,0.268,0.742,-4.939,0.0355,0.0518,0.0,0.626,0.416,159.779,321093.0,3.0,64yrDBpcdwEdNY9loyEGbX
No Doubt,Just A Girl,6mfkHv00I6jhHIn7EWHJ2N,0.635,0.937,-2.86,0.0452,0.0741,7.29e-05,0.134,0.779,108.003,205947.0,4.0,6mfkHv00I6jhHIn7EWHJ2N
Jet,Are You Gonna Be My Girl,305WCRhhS10XUcH6AEwZk6,0.613,0.953,-3.435,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800.0,6.0,305WCRhhS10XUcH6AEwZk6
Enigma,Sadeness,57h06SZNL6LJ3YKZ1UGCeu,0.588,0.644,-9.547,0.0338,0.0928,0.0472,0.092,0.49,95.647,255533.0,6.0,57h06SZNL6LJ3YKZ1UGCeu
Lit,My Own Worst Enemy,33iv3wnGMrrDugd7GBso1z,0.494,0.946,-2.757,0.0637,0.00129,0.0,0.398,0.741,103.408,169027.0,4.0,33iv3wnGMrrDugd7GBso1z
The Fall of Troy,F.C.P.R.E.M.I.X.,4OsLDuaH0bWR6xM6nj66F8,0.226,0.891,-5.531,0.0702,0.000631,9.75e-06,0.225,0.511,167.876,237680.0,2.0,4OsLDuaH0bWR6xM6nj66F8
Three Days Grace,Pain,5PZ2cqh9Yem2g6cTSOLllz,0.416,0.741,-4.001,0.0335,0.00804,0.0,0.273,0.286,160.515,202973.0,2.0,5PZ2cqh9Yem2g6cTSOLllz
Puddle Of Mudd,Blurry,5ceGigL7CZQ3Ih6W8SIbv8,0.431,0.94,-4.462,0.0563,0.00916,0.0,0.142,0.484,157.477,304000.0,2.0,5ceGigL7CZQ3Ih6W8SIbv8
Mike Posner,Please Don't Go,6jg5SRvdGxvJ0DzNV0UqEK,0.699,0.882,-3.896,0.0311,0.00296,0.0544,0.13,0.657,120.016,196813.0,4.0,6jg5SRvdGxvJ0DzNV0UqEK
Saliva,Click Click Boom,55SUneDPq3ZOrJi8sVG78G,0.609,0.937,-2.912,0.0495,0.00324,0.000294,0.129,0.493,95.961,252933.0,6.0,55SUneDPq3ZOrJi8sVG78G
The Cure,Lovesong - 2010 Remaster,0X5C4WjQNubRysTkHOubz3,0.611,0.813,-7.689,0.0279,0.339,0.898,0.224,0.821,140.112,209573.0,5.0,0X5C4WjQNubRysTkHOubz3
The Heavy,How You Like Me Now,5IpfwhirP044EQ2AqqVKCj,0.647,0.71,-4.692,0.029,0.000973,0.703,0.0777,0.268,110.059,217493.0,5.0,5IpfwhirP044EQ2AqqVKCj
Cage The Elephant,Ain't No Rest for the Wicked,3kb72STxc2959ZqsTwu52i,0.634,0.849,-7.075,0.105,0.0438,0.0,0.363,0.919,156.004,175493.0,4.0,3kb72STxc2959ZqsTwu52i
The Heavy,Short Change Hero,2TKwDXgLQdfPT3mXUbaOF7,0.68,0.64,-6.691,0.0336,0.29,0.00593,0.124,0.738,105.981,322267.0,6.0,2TKwDXgLQdfPT3mXUbaOF7
Donovan,Season of the Witch,3WoVsPBuqPvmPebUJWahS0,0.494,0.485,-11.095,0.0272,0.308,0.00331,0.0464,0.697,99.555,296707.0,1.0,3WoVsPBuqPvmPebUJWahS0
Switchfoot,Meant to Live,79cAPxneo5AvbNgR6ch3Cj,0.395,0.904,-3.949,0.0468,0.00424,0.0,0.42,0.516,151.498,199813.0,2.0,79cAPxneo5AvbNgR6ch3Cj
Rage Against The Machine,Bulls On Parade,0tZ3mElWcr74OOhKEiNz1x,0.412,0.919,-7.291,0.184,0.0124,0.0601,0.424,0.572,166.367,229467.0,2.0,0tZ3mElWcr74OOhKEiNz1x
Rage Against The Machine,Guerilla Radio,1yPQEVh4z4davqR8Y9iDQT,0.586,0.967,-4.894,0.236,0.015,1.61e-05,0.17,0.476,103.537,207413.0,0.0,1yPQEVh4z4davqR8Y9iDQT
Rage Against The Machine,Killing In The Name,59WN2psjkt1tyaxjspN8fp,0.466,0.833,-4.215,0.304,0.0266,0.0,0.0327,0.661,88.785,313573.0,0.0,59WN2psjkt1tyaxjspN8fp
Rage Against The Machine,Bombtrack,2rBHnIxbhkMGLpqmsNX91M,0.459,0.926,-3.415,0.155,0.0239,1.93e-05,0.183,0.569,151.534,243453.0,2.0,2rBHnIxbhkMGLpqmsNX91M
Rage Against The Machine,Know Your Enemy,1XTGyfJeMiZXrZ1W3NolcB,0.575,0.857,-3.961,0.155,0.0125,0.00229,0.145,0.623,117.413,294507.0,6.0,1XTGyfJeMiZXrZ1W3NolcB
Gorillaz,DARE,4Hff1IjRbLGeLgFgxvHflk,0.76,0.891,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264,245000.0,4.0,4Hff1IjRbLGeLgFgxvHflk
Gorillaz,Dirty Harry,2bfGNzdiRa1jXZRdfssSzR,0.625,0.877,-7.176,0.162,0.0315,0.0811,0.672,0.865,192.296,230426.0,3.0,2bfGNzdiRa1jXZRdfssSzR
Gorillaz,19-2000,5M1Hlt1mVZu4Svn93CSRCH,0.815,0.72,-7.311,0.0536,0.177,7.31e-06,0.16,0.946,89.914,210880.0,0.0,5M1Hlt1mVZu4Svn93CSRCH
Shaggy,It Wasn't Me,0OaunKfsxkgBvPv68jBbmm,0.852,0.604,-4.569,0.0642,0.0503,0.0,0.327,0.667,94.762,227547.0,0.0,0OaunKfsxkgBvPv68jBbmm
blink-182,Here's Your Letter,5VuPfuSwL1GLI9solsmmsI,0.421,0.954,-3.352,0.0655,0.0128,5.89e-06,0.124,0.683,176.184,174667.0,2.0,5VuPfuSwL1GLI9solsmmsI
Blue October,Bleed Out,6uhwUETYlW4FUF8ZU7PEMD,0.437,0.803,-6.495,0.0579,0.0484,1.78e-05,0.0648,0.203,142.052,234853.0,2.0,6uhwUETYlW4FUF8ZU7PEMD
Barenaked Ladies,One Week - Pull's Break Remix,6X0SN9NKzWPfXJgR1xIk1Z,0.737,0.835,-6.343,0.0487,0.00142,0.000111,0.138,0.582,112.562,204067.0,6.0,6X0SN9NKzWPfXJgR1xIk1Z
3 Doors Down,Here Without You,3NLrRZoMF0Lx6zTlYqeIo4,0.557,0.533,-6.817,0.0252,0.0492,0.0,0.205,0.233,143.994,238733.0,2.0,3NLrRZoMF0Lx6zTlYqeIo4
3 Doors Down,When I'm Gone,3WbphvawbMZ8FyqDxYGdSQ,0.53,0.768,-5.611,0.0284,0.00385,0.0,0.103,0.374,148.095,260333.0,2.0,3WbphvawbMZ8FyqDxYGdSQ
Barenaked Ladies,Odds Are,2RKmGDTq840oLpKC0WOaCr,0.629,0.855,-5.593,0.0568,0.108,0.0,0.198,0.963,96.039,184400.0,4.0,2RKmGDTq840oLpKC0WOaCr
The Coral,In the Morning,1aAAT6aO2XbCdUpLO0Mcca,0.638,0.8,-6.223,0.0288,0.0213,0.0,0.0687,0.966,126.358,152493.0,4.0,1aAAT6aO2XbCdUpLO0Mcca
The Cult,Rain,1sFx6zGOMmrDcRgGPAgW4n,0.561,0.84,-7.01,0.0327,0.000592,0.844,0.348,0.605,122.719,236467.0,5.0,1sFx6zGOMmrDcRgGPAgW4n
The Fall of Troy,Mouths Like Sidewinder Missles,0AlCpQIejCPdDNo4TCdVVq,0.383,0.883,-4.854,0.0978,0.0057,0.0216,0.21,0.392,123.9,224347.0,2.0,0AlCpQIejCPdDNo4TCdVVq
The Fall of Troy,"Act One, Scene One",3oCJm7MMb8m7L3E2un7g4K,0.29,0.783,-7.152,0.0894,0.00796,0.0384,0.318,0.181,117.901,300747.0,2.0,3oCJm7MMb8m7L3E2un7g4K
The Fall of Troy,I Just Got This Symphony Goin',4MvqIDlozKlAC2XaDO6Ri6,0.239,0.928,-4.707,0.0905,4.96e-05,0.0257,0.612,0.375,115.036,249373.0,3.0,4MvqIDlozKlAC2XaDO6Ri6
Fall Out Boy,Thnks fr th Mmrs,0bD5aCBb46dEtEVkv9hd1m,0.461,0.89,-5.167,0.0628,0.00348,0.0,0.0953,0.597,155.05,208253.0,2.0,0bD5aCBb46dEtEVkv9hd1m
Fall Out Boy,"""The Take Over, The Breaks Over""",648b848TFWWIIhusas61F7,0.603,0.919,-2.432,0.0472,0.00735,1.21e-05,0.226,0.625,150.014,215413.0,4.0,648b848TFWWIIhusas61F7
Flyleaf,All Around Me,7k9iVpyeR5ybSPSkvmAP6K,0.479,0.884,-4.762,0.0483,0.0338,0.0,0.0802,0.452,146.922,198467.0,2.0,7k9iVpyeR5ybSPSkvmAP6K
The Fray,Love Don't Die,6IDDwI0YOCAUDhMZltQekS,0.632,0.805,-4.488,0.0303,0.0095,0.0,0.197,0.275,115.489,183093.0,6.0,6IDDwI0YOCAUDhMZltQekS
The Fray,Give It Away,0dCmnlxoRvAzUWwumrU6GQ,0.725,0.902,-4.448,0.0745,0.000694,3.41e-05,0.0892,0.63,120.987,201413.0,4.0,0dCmnlxoRvAzUWwumrU6GQ
Fuel,Shimmer,6DzbmjkVZpz1mrDobAoJI8,0.263,0.784,-6.514,0.054,0.00192,0.0,0.15,0.385,114.671,214040.0,2.0,6DzbmjkVZpz1mrDobAoJI8
Keane,Everybody's Changing,6qRfox98MxG58sqoPPn8QY,0.512,0.818,-4.265,0.03,0.00159,0.000457,0.112,0.431,94.022,215267.0,6.0,6qRfox98MxG58sqoPPn8QY
Nine Inch Nails,The Hand That Feeds,5ugzDiilhy6ILKmKfhEzd7,0.587,0.99,-4.496,0.0783,0.0172,0.000668,0.104,0.486,127.992,211680.0,6.0,5ugzDiilhy6ILKmKfhEzd7
The Prodigy,Breathe,5oPUBUzrAnwvlmMzl1VW7Y,0.679,0.822,-6.117,0.0498,0.0091,0.871,0.0388,0.32,130.036,334800.0,5.0,5oPUBUzrAnwvlmMzl1VW7Y
The Prodigy,Firestarter,1GTPxha6U7x9ElVxkQw3OK,0.534,0.946,-5.167,0.0793,0.00339,0.442,0.164,0.379,141.517,279800.0,2.0,1GTPxha6U7x9ElVxkQw3OK
Puddle Of Mudd,She Hates Me,1uwTmwkjv7wFImfzegvdI6,0.575,0.746,-5.393,0.0326,0.00875,0.0,0.768,0.607,109.789,216640.0,3.0,1uwTmwkjv7wFImfzegvdI6
Reel Big Fish,Your Girlfriend Sucks,52L1rJgxT0knQcwneI58Hu,0.492,0.975,-1.905,0.0953,0.0243,0.0,0.0873,0.882,184.97,210053.0,4.0,52L1rJgxT0knQcwneI58Hu
Reel Big Fish,Sell Out,6SJ1hWFVBIiUgGgHKvwXCQ,0.557,0.87,-6.332,0.125,0.064,1.51e-05,0.208,0.947,104.708,227493.0,4.0,6SJ1hWFVBIiUgGgHKvwXCQ
Snow Patrol,Ways & Means,2AID5QuflLHavryarlxu9k,0.457,0.751,-4.933,0.0282,0.0246,0.0189,0.072,0.428,170.1,289107.0,2.0,2AID5QuflLHavryarlxu9k
Snow Patrol,Chocolate - Revised Album Version,4nBdcxxN3j5RXD2JE8YUTK,0.596,0.816,-5.611,0.0294,0.000264,0.00204,0.138,0.44,118.132,191267.0,6.0,4nBdcxxN3j5RXD2JE8YUTK
Snow Patrol,Spitting Games - Revised Edit,39c3w5fKJ4AcFJHYWUoooX,0.519,0.814,-6.052,0.0261,0.00036,0.0149,0.698,0.51,145.177,227627.0,3.0,39c3w5fKJ4AcFJHYWUoooX
Sublime,Wrong Way,1kWja6NVaLZThMop9MYVDz,0.662,0.667,-6.199,0.0366,0.0738,0.0,0.0896,0.916,149.388,136400.0,4.0,1kWja6NVaLZThMop9MYVDz
White Denim,At Night in Dreams,4CiDwAfT3mpxuAP6R5yWbv,0.54,0.934,-5.907,0.0687,0.0583,0.0,0.215,0.665,88.425,244347.0,6.0,4CiDwAfT3mpxuAP6R5yWbv
Ninja Sex Party,Dinosaur Laser Fight,6aYtgkHVTgzWFAmpEgP70C,0.486,0.868,-5.592,0.132,0.397,0.0,0.181,0.576,150.179,120133.0,4.0,6aYtgkHVTgzWFAmpEgP70C
Ninja Sex Party,Dragon Slayer,1j8OOrLRXR5Sz8avQeQUqa,0.508,0.931,-4.539,0.0752,0.3,0.0,0.0639,0.556,139.94,197895.0,4.0,1j8OOrLRXR5Sz8avQeQUqa
Ninja Sex Party,Unicorn Wizard,4rKSuuxW4UxGn6APw9KcUi,0.479,0.907,-4.932,0.0914,0.282,0.0,0.226,0.739,139.876,184946.0,4.0,4rKSuuxW4UxGn6APw9KcUi
Ninja Sex Party,Attitude City,7cj9hXE6A5rnIwqbEyktE3,0.513,0.781,-5.154,0.0952,0.143,0.0,0.321,0.573,129.863,189545.0,4.0,7cj9hXE6A5rnIwqbEyktE3
Ninja Sex Party,No Reason Boner,7xk6nDyT4cQwSBGFe3meQR,0.552,0.71,-4.876,0.0464,0.685,2.59e-06,0.315,0.93,101.316,182000.0,4.0,7xk6nDyT4cQwSBGFe3meQR
Ninja Sex Party,If We Were Gay,0iVqm4qvLAGH8FAe5rKRZC,0.641,0.757,-6.551,0.0652,0.211,0.00443,0.0624,0.957,145.019,118947.0,4.0,0iVqm4qvLAGH8FAe5rKRZC
Shinedown,Second Chance,0CwYG1UnRmOx8Q1EzElCIL,0.46,0.796,-4.501,0.0333,0.00107,0.0,0.106,0.182,100.011,222067.0,6.0,0CwYG1UnRmOx8Q1EzElCIL
Tegan and Sara,Closer,4dTVgHZFPlaq9nPbLVVLSG,0.588,0.751,-7.588,0.0328,0.00174,6.57e-05,0.353,0.52,136.979,209280.0,4.0,4dTVgHZFPlaq9nPbLVVLSG
